img_path,table_mask,original_height,original_width,hasTable,table_count,table_bboxes
./resized_dilated/generator/GM004-241MU009-C18-20000_Z01_20200312(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-20000_Z01_20200312(4).png,1024,1024,1,1,"[[94, 64, 976, 556], [93, 728, 676, 909]]"
./resized_dilated/generator/GM004-241MU009-C18-20000_Z01_20200312(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-20000_Z01_20200312(6).png,1024,1024,1,1,"[[97, 166, 822, 364], [94, 454, 525, 573], [94, 677, 979, 862]]"
./resized_dilated/generator/GM004-241MU009-C18-20000_Z01_20200312(7).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-20000_Z01_20200312(7).png,1024,1024,1,1,"[[43, 90, 850, 272], [39, 354, 925, 501], [45, 577, 775, 775]]"
./resized_dilated/generator/GM004-241MU009-C18-20000_Z01_20200312(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-20000_Z01_20200312(8).png,1024,1024,1,1,"[[90, 287, 984, 695]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(11).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(11).png,1024,1024,1,1,"[[45, 562, 447, 674], [41, 712, 447, 816], [490, 537, 775, 912]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(12).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(12).png,1024,1024,1,1,"[[86, 125, 408, 520]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(14).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(14).png,1024,1024,1,1,"[[95, 693, 973, 908]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(15).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(15).png,1024,1024,1,1,"[[46, 368, 328, 442], [44, 843, 474, 908]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(16).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(16).png,1024,1024,1,1,"[[93, 126, 479, 499]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(18).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(18).png,1024,1024,1,1,"[[92, 418, 984, 660], [97, 889, 379, 968]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(19).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(19).png,1024,1024,1,1,"[[73, 193, 359, 286], [85, 296, 363, 542], [80, 542, 362, 732], [82, 738, 362, 907]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(20).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(20).png,1024,1024,1,1,"[[85, 98, 499, 213], [85, 258, 503, 355], [84, 386, 499, 513], [85, 548, 499, 748], [81, 796, 503, 934]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(21).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(21).png,1024,1024,1,1,"[[85, 97, 500, 224], [82, 294, 507, 409]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(4).png,1024,1024,1,1,"[[88, 63, 965, 562], [98, 729, 683, 909]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(6).png,1024,1024,1,1,"[[91, 168, 832, 364], [95, 452, 537, 571], [84, 669, 978, 861]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(7).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(7).png,1024,1024,1,1,"[[40, 91, 853, 275], [42, 351, 930, 499], [42, 576, 782, 778]]"
./resized_dilated/generator/GM004-241MU009-C18-30000_Z01_20200312(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-30000_Z01_20200312(8).png,1024,1024,1,1,"[[85, 287, 976, 693]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(11).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(11).png,1024,1024,1,1,"[[41, 562, 447, 674], [40, 708, 457, 817], [483, 539, 778, 910]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(12).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(12).png,1024,1024,1,1,"[[90, 124, 408, 520]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(14).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(14).png,1024,1024,1,1,"[[90, 690, 979, 911]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(15).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(15).png,1024,1024,1,1,"[[41, 368, 330, 445], [41, 842, 482, 915]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(16).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(16).png,1024,1024,1,1,"[[88, 124, 478, 497]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(18).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(18).png,1024,1024,1,1,"[[81, 406, 980, 663], [91, 893, 380, 970]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(19).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(19).png,1024,1024,1,1,"[[84, 192, 363, 286], [82, 292, 361, 543], [84, 548, 361, 730], [85, 736, 365, 915]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(20).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(20).png,1024,1024,1,1,"[[81, 98, 504, 215], [80, 261, 500, 357], [80, 388, 500, 521], [81, 549, 505, 752], [81, 796, 500, 929]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(21).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(21).png,1024,1024,1,1,"[[80, 98, 504, 227], [84, 294, 501, 413]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(4).png,1024,1024,1,1,"[[93, 58, 976, 555], [90, 728, 684, 908]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(6).png,1024,1024,1,1,"[[96, 167, 828, 364], [94, 450, 528, 572], [90, 674, 980, 861]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(7).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(7).png,1024,1024,1,1,"[[43, 90, 850, 275], [43, 349, 928, 501], [37, 581, 778, 774]]"
./resized_dilated/generator/GM004-241MU009-C18-40000_Z01_20200312(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C18-40000_Z01_20200312(8).png,1024,1024,1,1,"[[84, 289, 984, 695]]"
./resized_dilated/generator/GM004-241MU009-C20-10000_Z01_20200313(11).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-10000_Z01_20200313(11).png,1024,1024,1,1,"[[37, 252, 627, 925], [644, 430, 924, 539], [640, 640, 928, 750]]"
./resized_dilated/generator/GM004-241MU009-C20-10000_Z01_20200313(12).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-10000_Z01_20200313(12).png,1024,1024,1,1,"[[95, 294, 518, 395], [96, 667, 667, 837]]"
./resized_dilated/generator/GM004-241MU009-C20-10000_Z01_20200313(13).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-10000_Z01_20200313(13).png,1024,1024,1,1,"[[745, 30, 985, 101], [33, 956, 315, 1002], [676, 885, 986, 1001]]"
./resized_dilated/generator/GM004-241MU009-C20-10000_Z01_20200313(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-10000_Z01_20200313(3).png,1024,1024,1,1,"[[345, 68, 928, 377], [45, 555, 477, 663], [489, 549, 927, 661], [43, 789, 477, 916]]"
./resized_dilated/generator/GM004-241MU009-C20-10000_Z01_20200313(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-10000_Z01_20200313(4).png,1024,1024,1,1,"[[90, 219, 526, 383], [543, 219, 978, 414], [94, 470, 529, 634]]"
./resized_dilated/generator/GM004-241MU009-C20-10000_Z01_20200313(5).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-10000_Z01_20200313(5).png,1024,1024,1,1,"[[44, 93, 505, 511], [41, 726, 327, 912]]"
./resized_dilated/generator/GM004-241MU009-C20-10000_Z01_20200313(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-10000_Z01_20200313(6).png,1024,1024,1,1,"[[90, 383, 859, 642]]"
./resized_dilated/generator/GM004-241MU009-C20-20000_Z01_20200313(11).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-20000_Z01_20200313(11).png,1024,1024,1,1,"[[41, 249, 623, 923], [644, 428, 931, 540], [640, 641, 928, 747]]"
./resized_dilated/generator/GM004-241MU009-C20-20000_Z01_20200313(12).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-20000_Z01_20200313(12).png,1024,1024,1,1,"[[104, 294, 521, 398], [98, 669, 663, 840]]"
./resized_dilated/generator/GM004-241MU009-C20-20000_Z01_20200313(13).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-20000_Z01_20200313(13).png,1024,1024,1,1,"[[745, 30, 983, 108], [33, 953, 319, 1007], [674, 880, 983, 1008]]"
./resized_dilated/generator/GM004-241MU009-C20-20000_Z01_20200313(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-20000_Z01_20200313(3).png,1024,1024,1,1,"[[344, 63, 925, 378], [42, 552, 477, 663], [490, 549, 934, 661], [45, 788, 481, 916]]"
./resized_dilated/generator/GM004-241MU009-C20-20000_Z01_20200313(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-20000_Z01_20200313(4).png,1024,1024,1,1,"[[91, 222, 528, 383], [541, 220, 980, 414], [95, 465, 529, 631]]"
./resized_dilated/generator/GM004-241MU009-C20-20000_Z01_20200313(5).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-20000_Z01_20200313(5).png,1024,1024,1,1,"[[38, 93, 508, 511], [45, 726, 334, 916]]"
./resized_dilated/generator/GM004-241MU009-C20-20000_Z01_20200313(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-20000_Z01_20200313(6).png,1024,1024,1,1,"[[88, 379, 853, 643]]"
./resized_dilated/generator/GM004-241MU009-C20-30000_Z01_20200313(11).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-30000_Z01_20200313(11).png,1024,1024,1,1,"[[41, 250, 625, 923], [641, 428, 925, 543], [637, 637, 930, 755]]"
./resized_dilated/generator/GM004-241MU009-C20-30000_Z01_20200313(12).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-30000_Z01_20200313(12).png,1024,1024,1,1,"[[99, 290, 521, 402], [96, 666, 661, 835]]"
./resized_dilated/generator/GM004-241MU009-C20-30000_Z01_20200313(13).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-30000_Z01_20200313(13).png,1024,1024,1,1,"[[743, 32, 985, 104], [35, 954, 318, 1004], [676, 890, 987, 1006]]"
./resized_dilated/generator/GM004-241MU009-C20-30000_Z01_20200313(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-30000_Z01_20200313(3).png,1024,1024,1,1,"[[336, 63, 925, 376], [491, 548, 931, 664], [45, 553, 479, 664], [40, 791, 479, 918]]"
./resized_dilated/generator/GM004-241MU009-C20-30000_Z01_20200313(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-30000_Z01_20200313(4).png,1024,1024,1,1,"[[85, 223, 526, 383], [546, 221, 991, 417], [91, 469, 524, 630]]"
./resized_dilated/generator/GM004-241MU009-C20-30000_Z01_20200313(5).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-30000_Z01_20200313(5).png,1024,1024,1,1,"[[40, 95, 505, 510], [42, 728, 325, 913]]"
./resized_dilated/generator/GM004-241MU009-C20-30000_Z01_20200313(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-30000_Z01_20200313(6).png,1024,1024,1,1,"[[93, 380, 858, 647]]"
./resized_dilated/generator/GM004-241MU009-C20-40000_Z01_20200313(11).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-40000_Z01_20200313(11).png,1024,1024,1,1,"[[38, 254, 628, 923], [643, 431, 928, 540], [642, 637, 925, 748]]"
./resized_dilated/generator/GM004-241MU009-C20-40000_Z01_20200313(12).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-40000_Z01_20200313(12).png,1024,1024,1,1,"[[99, 291, 528, 403], [100, 671, 665, 838]]"
./resized_dilated/generator/GM004-241MU009-C20-40000_Z01_20200313(13).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-40000_Z01_20200313(13).png,1024,1024,1,1,"[[746, 30, 987, 106], [33, 955, 317, 1006], [678, 893, 985, 1003]]"
./resized_dilated/generator/GM004-241MU009-C20-40000_Z01_20200313(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-40000_Z01_20200313(3).png,1024,1024,1,1,"[[346, 69, 925, 372], [38, 557, 475, 662], [490, 553, 924, 659], [46, 791, 475, 920]]"
./resized_dilated/generator/GM004-241MU009-C20-40000_Z01_20200313(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-40000_Z01_20200313(4).png,1024,1024,1,1,"[[97, 221, 524, 383], [539, 223, 978, 414], [93, 469, 532, 633]]"
./resized_dilated/generator/GM004-241MU009-C20-40000_Z01_20200313(5).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-40000_Z01_20200313(5).png,1024,1024,1,1,"[[44, 95, 505, 509], [42, 728, 327, 913]]"
./resized_dilated/generator/GM004-241MU009-C20-40000_Z01_20200313(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C20-40000_Z01_20200313(6).png,1024,1024,1,1,"[[93, 385, 858, 647]]"
./resized_dilated/generator/GM004-241MU009-C21-10000_Z01_20210304(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C21-10000_Z01_20210304(4).png,1024,1024,1,1,"[[93, 422, 931, 671]]"
./resized_dilated/generator/GM004-241MU009-C21-10000_Z01_20210304(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C21-10000_Z01_20210304(8).png,1024,1024,1,1,"[[97, 514, 934, 738]]"
./resized_dilated/generator/GM004-241MU009-C21-20000_Z01_20210304(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C21-20000_Z01_20210304(4).png,1024,1024,1,1,"[[91, 422, 927, 674]]"
./resized_dilated/generator/GM004-241MU009-C21-20000_Z01_20210304(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C21-20000_Z01_20210304(8).png,1024,1024,1,1,"[[94, 514, 930, 742]]"
./resized_dilated/generator/GM004-241MU009-C21-30000_Z01_20210304(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C21-30000_Z01_20210304(4).png,1024,1024,1,1,"[[84, 417, 941, 680]]"
./resized_dilated/generator/GM004-241MU009-C21-30000_Z01_20210304(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C21-30000_Z01_20210304(8).png,1024,1024,1,1,"[[88, 509, 937, 741]]"
./resized_dilated/generator/GM004-241MU009-C21-40000_Z01_20210304(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C21-40000_Z01_20210304(4).png,1024,1024,1,1,"[[94, 419, 930, 673]]"
./resized_dilated/generator/GM004-241MU009-C21-40000_Z01_20210304(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C21-40000_Z01_20210304(8).png,1024,1024,1,1,"[[87, 510, 934, 742]]"
./resized_dilated/generator/GM004-241MU009-C24-10000_Z01_20200317(1).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-10000_Z01_20200317(1).png,1024,1024,1,1,"[[298, 730, 704, 908]]"
./resized_dilated/generator/GM004-241MU009-C24-10000_Z01_20200317(2).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-10000_Z01_20200317(2).png,1024,1024,1,1,"[[679, 86, 918, 254], [186, 379, 646, 618]]"
./resized_dilated/generator/GM004-241MU009-C24-10000_Z01_20200317(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-10000_Z01_20200317(3).png,1024,1024,1,1,"[[748, 38, 966, 109], [549, 160, 965, 352], [549, 472, 969, 562]]"
./resized_dilated/generator/GM004-241MU009-C24-10000_Z01_20200317(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-10000_Z01_20200317(4).png,1024,1024,1,1,"[[51, 41, 270, 112], [503, 160, 921, 348], [503, 438, 924, 665]]"
./resized_dilated/generator/GM004-241MU009-C24-10000_Z01_20200317(5).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-10000_Z01_20200317(5).png,1024,1024,1,1,"[[748, 37, 972, 112], [94, 159, 965, 352], [90, 569, 967, 876]]"
./resized_dilated/generator/GM004-241MU009-C24-10000_Z01_20200317(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-10000_Z01_20200317(6).png,1024,1024,1,1,"[[55, 40, 267, 113], [45, 394, 934, 644]]"
./resized_dilated/generator/GM004-241MU009-C24-10000_Z01_20200317(7).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-10000_Z01_20200317(7).png,1024,1024,1,1,"[[754, 38, 970, 110], [91, 365, 966, 464]]"
./resized_dilated/generator/GM004-241MU009-C24-10000_Z01_20200317(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-10000_Z01_20200317(8).png,1024,1024,1,1,"[[468, 564, 938, 756]]"
./resized_dilated/generator/GM004-241MU009-C24-20000_Z01_20200317(1).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-20000_Z01_20200317(1).png,1024,1024,1,1,"[[303, 735, 705, 913]]"
./resized_dilated/generator/GM004-241MU009-C24-20000_Z01_20200317(2).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-20000_Z01_20200317(2).png,1024,1024,1,1,"[[676, 84, 920, 253], [178, 375, 648, 619]]"
./resized_dilated/generator/GM004-241MU009-C24-20000_Z01_20200317(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-20000_Z01_20200317(3).png,1024,1024,1,1,"[[750, 39, 963, 110], [537, 156, 969, 355], [543, 469, 967, 566]]"
./resized_dilated/generator/GM004-241MU009-C24-20000_Z01_20200317(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-20000_Z01_20200317(4).png,1024,1024,1,1,"[[52, 39, 268, 109], [496, 158, 923, 348], [501, 438, 923, 663]]"
./resized_dilated/generator/GM004-241MU009-C24-20000_Z01_20200317(5).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-20000_Z01_20200317(5).png,1024,1024,1,1,"[[750, 39, 963, 113], [94, 158, 970, 351], [96, 569, 976, 875]]"
./resized_dilated/generator/GM004-241MU009-C24-20000_Z01_20200317(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-20000_Z01_20200317(6).png,1024,1024,1,1,"[[55, 39, 271, 112], [51, 393, 930, 641]]"
./resized_dilated/generator/GM004-241MU009-C24-20000_Z01_20200317(7).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-20000_Z01_20200317(7).png,1024,1024,1,1,"[[747, 39, 965, 111], [87, 364, 978, 464]]"
./resized_dilated/generator/GM004-241MU009-C24-20000_Z01_20200317(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-20000_Z01_20200317(8).png,1024,1024,1,1,"[[462, 567, 937, 752]]"
./resized_dilated/generator/GM004-241MU009-C24-30000_Z01_20200317(1).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-30000_Z01_20200317(1).png,1024,1024,1,1,"[[305, 735, 714, 910]]"
./resized_dilated/generator/GM004-241MU009-C24-30000_Z01_20200317(2).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-30000_Z01_20200317(2).png,1024,1024,1,1,"[[678, 84, 921, 254], [182, 374, 649, 622]]"
./resized_dilated/generator/GM004-241MU009-C24-30000_Z01_20200317(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-30000_Z01_20200317(3).png,1024,1024,1,1,"[[748, 41, 972, 110], [546, 158, 972, 352], [543, 470, 973, 575]]"
./resized_dilated/generator/GM004-241MU009-C24-30000_Z01_20200317(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-30000_Z01_20200317(4).png,1024,1024,1,1,"[[57, 39, 264, 110], [501, 157, 923, 352], [503, 434, 934, 667]]"
./resized_dilated/generator/GM004-241MU009-C24-30000_Z01_20200317(5).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-30000_Z01_20200317(5).png,1024,1024,1,1,"[[748, 37, 969, 111], [91, 160, 970, 349], [93, 567, 972, 872]]"
./resized_dilated/generator/GM004-241MU009-C24-30000_Z01_20200317(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-30000_Z01_20200317(6).png,1024,1024,1,1,"[[52, 40, 267, 110], [52, 393, 927, 638]]"
./resized_dilated/generator/GM004-241MU009-C24-30000_Z01_20200317(7).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-30000_Z01_20200317(7).png,1024,1024,1,1,"[[751, 40, 967, 112], [90, 369, 972, 462]]"
./resized_dilated/generator/GM004-241MU009-C24-30000_Z01_20200317(8).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-30000_Z01_20200317(8).png,1024,1024,1,1,"[[464, 564, 936, 753]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(1).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(1).png,1024,1024,1,1,"[[306, 734, 704, 909]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(10).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(10).png,1024,1024,1,1,"[[90, 145, 923, 720], [100, 812, 921, 981]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(11).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(11).png,1024,1024,1,1,"[[633, 130, 934, 322], [123, 523, 897, 915]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(13).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(13).png,1024,1024,1,1,"[[471, 565, 946, 752]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(2).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(2).png,1024,1024,1,1,"[[676, 84, 925, 252], [181, 376, 659, 615]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(3).png,1024,1024,1,1,"[[751, 41, 969, 114], [543, 158, 965, 354], [545, 470, 966, 564]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(4).png,1024,1024,1,1,"[[51, 38, 268, 110], [503, 159, 924, 347], [507, 437, 927, 663]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(5).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(5).png,1024,1024,1,1,"[[754, 39, 965, 109], [91, 161, 963, 352], [94, 571, 973, 875]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(6).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(6).png,1024,1024,1,1,"[[55, 40, 271, 111], [55, 390, 938, 642]]"
./resized_dilated/generator/GM004-241MU009-C24-40000_Z01_20200317(7).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C24-40000_Z01_20200317(7).png,1024,1024,1,1,"[[751, 40, 975, 112], [88, 365, 972, 461]]"
./resized_dilated/generator/GM004-241MU009-C99-10000_Z01_20210326(1).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C99-10000_Z01_20210326(1).png,1024,1024,1,1,"[[370, 178, 534, 512], [366, 550, 541, 686], [532, 549, 745, 640], [370, 685, 905, 866]]"
./resized_dilated/generator/GM004-241MU009-C99-10000_Z01_20210326(2).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C99-10000_Z01_20210326(2).png,1024,1024,1,1,"[[367, 181, 525, 516], [370, 550, 546, 685], [531, 549, 753, 644], [358, 683, 905, 871]]"
./resized_dilated/generator/GM004-241MU009-C99-10000_Z01_20210326(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C99-10000_Z01_20210326(3).png,1024,1024,1,1,"[[371, 195, 532, 517], [375, 558, 543, 691], [529, 560, 738, 646], [375, 688, 900, 864]]"
./resized_dilated/generator/GM004-241MU009-C99-20000_Z01_20210326(1).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C99-20000_Z01_20210326(1).png,1024,1024,1,1,"[[373, 182, 528, 509], [373, 553, 539, 685], [535, 552, 736, 633], [367, 685, 901, 866]]"
./resized_dilated/generator/GM004-241MU009-C99-20000_Z01_20210326(2).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C99-20000_Z01_20210326(2).png,1024,1024,1,1,"[[367, 191, 522, 524], [369, 567, 535, 699], [531, 565, 739, 650], [365, 698, 895, 877]]"
./resized_dilated/generator/GM004-241MU009-C99-20000_Z01_20210326(3).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C99-20000_Z01_20210326(3).png,1024,1024,1,1,"[[375, 183, 528, 508], [373, 550, 543, 684], [531, 553, 744, 634], [370, 686, 899, 864]]"
./resized_dilated/generator/GM004-241MU009-C99-20000_Z01_20210326(4).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C99-20000_Z01_20210326(4).png,1024,1024,1,1,"[[374, 192, 529, 512], [374, 555, 541, 687], [535, 557, 741, 637], [372, 689, 904, 867]]"
./resized_dilated/generator/GM004-241MU009-C99-30000_Z01_20210326(1).png,data/generator_masked/dilated/masks_generator/table/GM004-241MU009-C99-30000_Z01_20210326(1).png,1024,1024,1,1,"[[366, 182, 528, 510], [369, 554, 545, 687], [531, 549, 740, 634], [372, 681, 899, 864]]"
